words,links,capital_words,spam_word_count,is_spam
44,0,3,4,0
167,0,8,1,0
239,2,7,2,0
170,2,16,5,1
420,2,0,1,0
355,1,4,6,0
74,1,0,2,0
911,0,5,8,1
633,2,19,8,1
195,4,0,2,0
293,1,3,0,0
182,2,0,2,0
124,2,0,8,1
117,1,3,2,0
187,0,8,2,0
164,3,0,2,0
57,5,16,6,1
138,5,8,7,1
492,10,5,3,1
187,8,15,6,1
42,1,2,2,0
166,4,1,2,0
164,2,0,0,0
819,8,14,7,1
882,0,0,9,1
175,1,1,0,0
180,1,4,1,0
679,8,7,10,1
256,4,3,8,1
296,2,3,1,0
78,0,7,1,0
287,2,0,0,0
188,2,1,2,0
810,7,16,4,1
146,4,0,6,0
147,0,0,1,0
474,9,19,7,1
98,0,8,1,0
408,1,0,1,0
207,4,3,0,0
645,6,23,3,1
198,2,9,2,0
229,1,0,6,0
281,2,4,6,1
118,1,3,0,0
142,0,0,2,0
95,5,1,0,0
385,2,1,2,0
208,0,3,4,0
652,3,26,1,1
224,1,1,3,0
192,1,0,2,0
244,2,1,1,0
29,0,1,2,0
127,2,0,4,0
620,6,8,0,1
893,9,6,10,1
299,8,0,10,1
237,2,3,6,0
356,10,17,4,1
547,1,14,3,1
145,1,5,5,0
51,1,1,0,0
90,7,17,8,1
646,4,5,7,1
40,4,3,0,0
247,0,1,2,0
69,7,27,6,1
735,10,29,1,1
130,5,13,4,1
438,1,1,1,0
902,7,9,1,1
32,0,4,2,0
75,3,7,6,1
177,4,22,2,1
34,2,6,2,0
286,2,1,2,0
329,3,1,2,0
908,3,10,5,1
38,1,2,1,0
750,8,5,10,1
214,4,19,9,1
724,5,3,5,1
250,1,3,2,0
256,2,1,1,0
129,3,14,3,1
153,5,13,3,1
869,5,5,3,1
56,2,2,1,0
155,1,1,6,0
790,3,24,0,1
328,10,30,10,1
176,1,0,0,0
130,1,2,2,0
223,1,3,1,0
176,1,8,1,0
176,1,6,2,0
245,0,0,0,0
445,2,3,2,0
616,2,13,6,1
211,1,2,4,0
263,1,3,1,0
107,2,0,2,0
221,1,4,1,0
345,3,3,1,0
366,2,1,1,0
284,2,3,1,0
997,0,6,6,1
468,9,12,7,1
237,0,7,2,0
679,3,16,5,1
214,2,0,6,0
127,2,5,2,0
202,2,2,0,0
239,4,5,2,1
186,2,1,1,0
682,3,13,10,1
780,3,7,8,1
207,0,2,0,0
206,3,1,1,0
107,0,2,0,0
43,2,1,1,0
184,1,2,0,0
259,10,20,7,1
171,1,7,0,0
50,0,1,0,0
982,6,8,8,1
149,2,8,0,0
198,5,27,0,1
213,0,0,2,0
159,1,0,2,0
55,2,3,2,0
183,2,2,5,0
47,0,0,1,0
355,5,13,4,1
496,2,3,0,0
253,2,0,1,0
704,2,9,10,1
835,10,4,8,1
233,1,0,1,0
142,8,16,1,1
125,2,3,6,0
706,0,17,6,1
965,1,11,6,1
863,10,0,7,1
165,0,10,1,0
593,4,20,3,1
111,0,1,6,0
46,1,3,6,0
172,0,0,3,0
517,2,18,10,1
85,8,4,9,1
394,3,4,3,1
57,1,2,0,0
169,0,4,1,0
51,2,6,3,1
218,6,18,9,1
904,3,5,2,1
450,1,7,0,0
247,0,2,5,0
825,3,22,10,1
735,7,16,2,1
230,1,2,2,0
794,0,27,6,1
206,1,1,0,0
111,2,0,2,0
869,7,12,0,1
176,0,1,1,0
405,0,5,2,1
96,7,5,10,1
234,1,0,2,0
74,0,2,0,0
86,2,3,1,0
118,1,7,0,0
106,8,17,3,1
51,3,3,0,0
162,9,21,4,1
582,9,9,3,1
973,9,27,9,1
706,1,6,4,1
420,0,11,4,1
148,2,15,3,1
743,7,19,5,1
865,4,1,10,1
205,7,13,7,1
900,3,13,3,1
228,1,3,2,0
614,9,19,7,1
940,2,9,2,1
283,3,11,9,1
33,1,2,2,0
754,2,12,5,1
290,1,2,2,0
240,4,0,1,1
474,8,23,6,1
138,5,2,1,0
926,0,20,8,1
273,2,3,2,0
130,1,2,5,0
386,10,26,2,1
419,8,8,6,1
868,10,16,5,1
106,0,1,3,0
439,5,7,7,1
281,2,11,6,1
719,4,5,5,1
156,0,0,2,0
197,9,6,3,1
229,0,4,6,0
192,1,3,0,0
91,3,0,5,0
194,1,3,1,0
187,5,23,10,1
122,2,2,2,0
489,5,28,0,1
173,2,3,0,0
299,1,8,2,0
121,1,2,3,0
76,2,2,2,0
372,1,2,2,0
454,3,7,2,1
136,2,0,5,0
878,7,25,3,1
218,1,3,2,0
487,2,0,0,0
281,1,1,2,0
429,1,2,2,0
688,8,6,1,1
165,0,3,1,0
271,1,3,6,0
168,1,0,1,0
59,1,0,1,0
959,2,30,6,1
83,10,23,10,1
345,0,1,1,0
31,0,3,2,0
172,3,2,2,0
123,3,4,7,1
231,2,0,2,0
202,0,2,0,0
809,2,5,6,1
190,2,27,9,1
151,4,0,6,1
499,2,19,4,1
383,4,2,2,0
482,2,1,2,0
71,2,8,2,0
254,0,3,1,0
178,0,9,3,0
451,1,29,10,1
640,4,2,0,1
149,1,0,1,0
52,2,0,0,0
151,2,9,9,1
244,6,6,3,1
132,0,1,0,0
215,2,1,1,0
767,5,4,6,1
195,4,3,8,1
273,2,10,2,0
208,4,1,2,0
99,0,1,1,0
860,3,23,5,1
418,1,21,6,1
359,0,0,0,1
327,9,11,9,1
180,1,2,0,0
545,4,4,8,1
112,3,12,3,1
615,7,7,7,1
840,7,24,5,1
67,0,6,5,0
197,2,10,4,1
137,2,2,0,0
48,5,9,1,0
357,6,15,7,1
283,5,3,0,0
106,0,2,1,0
81,0,0,1,0
258,1,1,1,0
453,1,0,1,0
435,9,6,5,1
760,2,24,3,1
194,2,1,0,0
275,10,28,3,1
291,5,1,0,0
374,4,18,8,1
274,1,3,1,0
862,3,2,4,1
344,8,14,4,1
208,2,15,0,1
264,2,1,0,0
682,4,16,3,1
630,6,22,4,1
545,7,19,3,1
304,1,6,2,0
75,3,0,1,0
244,0,1,1,0
127,0,3,6,0
539,4,4,3,1
946,7,16,10,1
701,4,7,7,1
92,1,1,1,0
100,7,20,5,1
76,1,3,2,0
843,5,8,5,1
815,2,13,7,1
360,3,0,1,0
737,2,22,1,1
29,0,2,0,0
610,7,4,5,1
853,2,25,1,1
652,5,3,3,1
271,1,0,2,0
954,9,8,6,1
277,2,1,2,0
579,3,9,7,1
249,7,10,9,1
231,1,3,6,0
118,8,3,0,1
157,3,15,3,1
254,5,3,2,0
113,2,1,1,0
383,8,0,0,1
191,6,19,8,1
97,1,2,0,0
849,7,0,4,1
355,1,27,6,1
89,4,29,3,1
128,1,24,1,1
608,10,8,6,1
243,1,1,0,0
64,2,0,5,0
76,1,2,0,0
52,2,3,0,0
732,0,5,7,1
87,3,0,2,0
163,2,3,2,0
149,6,25,5,1
161,0,1,2,0
223,0,0,2,0
483,0,2,6,0
80,0,30,2,1
159,6,19,7,1
149,3,30,2,1
141,2,2,1,0
361,9,25,9,1
318,3,2,7,1
65,5,2,2,0
130,0,4,2,0
383,1,1,0,0
794,4,1,0,1
387,3,19,3,1
142,1,21,0,1
259,7,0,5,1
868,7,5,7,1
254,1,2,2,0
109,2,5,2,1
21,0,1,1,0
357,9,16,1,1
78,9,29,9,1
569,10,30,8,1
62,7,21,7,1
182,0,1,1,0
222,4,3,2,0
160,5,16,5,1
97,2,2,2,0
117,2,29,9,1
163,2,3,0,0
144,1,4,0,0
163,2,25,3,1
124,0,4,3,0
483,6,21,10,1
232,6,29,9,1
33,1,2,1,0
129,3,30,1,1
94,3,2,2,0
392,7,10,2,1
368,1,13,4,1
178,8,22,10,1
288,2,2,2,0
138,2,3,7,1
871,3,10,8,1
800,3,15,3,1
153,4,1,1,0
391,2,2,6,0
239,0,4,2,0
325,6,3,8,1
802,10,30,8,1
731,4,12,10,1
40,3,9,0,0
198,3,19,4,1
205,0,0,1,0
130,3,3,1,0
275,0,1,0,0
635,2,9,6,1
275,2,0,2,0
146,0,2,1,0
602,8,28,6,1
331,3,1,5,1
247,2,0,0,0
54,1,1,6,0
145,1,2,0,0
105,2,8,0,0
123,2,6,1,0
149,2,0,1,0
351,2,23,0,1
244,3,1,2,0
888,7,9,8,1
42,2,1,0,0
102,6,19,7,1
162,5,23,8,1
288,7,18,3,1
298,0,2,0,0
613,6,5,9,1
109,2,17,6,1
468,7,20,0,1
28,1,2,0,0
125,8,28,4,1
124,1,2,1,0
972,8,1,8,1
51,2,24,3,1
412,9,22,10,1
133,1,5,0,0
255,10,7,10,1
756,3,28,9,1
179,0,1,2,0
687,3,13,1,1
252,0,2,4,0
272,5,20,5,1
156,2,2,1,0
131,0,10,4,1
87,0,1,0,0
130,2,0,2,0
93,2,1,2,0
239,2,1,4,0
254,0,1,2,0
295,4,3,0,0
490,5,7,7,1
422,5,1,0,0
76,0,7,6,0
142,2,1,0,0
717,1,2,2,1
648,7,21,4,1
168,5,5,3,1
292,0,0,5,0
74,1,3,0,0
162,5,5,9,1
132,2,2,0,0
717,5,30,4,1
161,3,3,0,0
285,0,0,2,0
151,10,8,1,1
197,2,3,5,0
278,10,11,6,1
193,1,3,1,0
499,4,0,1,1
46,2,0,0,0
255,0,24,10,1
50,2,23,7,1
84,4,2,2,0
198,3,22,10,1
119,3,5,4,1
185,0,3,1,0
106,8,3,6,1
120,5,15,5,1
394,3,22,0,1
250,4,19,5,1
572,0,5,5,1
590,2,30,8,1
59,4,1,2,0
179,9,29,3,1
814,0,7,9,1
307,9,17,4,1
172,0,0,6,0
156,4,4,0,1
545,10,7,0,1
71,2,0,1,0
274,4,23,4,1
109,1,5,2,0
338,2,1,2,0
290,0,3,6,0
429,2,1,2,0
600,5,24,8,1
205,4,3,3,1
735,7,28,4,1
990,3,24,7,1
48,0,1,5,0
67,7,22,9,1
793,3,20,3,1
535,3,11,3,1
90,2,8,1,0
193,10,7,4,1
843,10,3,5,1
354,2,2,1,0
393,10,5,4,1
80,3,1,6,0
231,1,20,5,1
44,0,0,6,0
259,0,0,1,0
228,1,0,0,0
208,2,0,0,0
183,0,2,0,0
398,2,3,4,0
293,6,27,10,1
238,1,0,0,0
592,7,3,3,1
205,5,16,7,1
681,4,18,10,1
57,0,1,2,0
72,2,0,2,0
124,0,28,7,1
739,6,30,6,1
633,8,5,10,1
209,3,0,6,0
247,0,1,4,0
105,1,2,1,0
869,5,24,3,1
523,2,12,4,1
243,2,0,0,0
110,5,0,2,0
502,6,4,5,1
475,7,15,10,1
34,0,0,2,0
78,8,17,10,1
291,9,22,6,1
731,3,13,7,1
571,10,16,4,1
835,5,18,10,1
714,9,30,7,1
161,0,2,0,0
174,1,2,3,0
220,2,2,1,0
169,1,2,6,0
246,1,2,4,0
101,0,1,1,0
183,0,2,0,0
872,7,1,10,1
83,1,1,0,0
55,2,0,1,0
38,1,0,1,0
78,1,1,2,0
644,8,15,4,1
605,7,16,7,1
25,4,0,5,0
132,0,26,5,1
696,4,3,3,1
379,0,3,2,0
284,9,26,0,1
60,3,1,9,1
87,0,3,1,0
232,0,3,1,0
57,5,12,7,1
119,4,4,3,1
438,8,26,8,1
161,2,1,1,0
223,2,0,0,0
606,2,21,0,1
242,2,3,5,0
898,9,8,4,1
114,7,5,7,1
341,4,27,3,1
967,3,28,3,1
975,8,20,5,1
865,5,7,3,1
149,2,0,0,0
376,2,26,7,1
124,2,0,2,0
791,8,19,8,1
22,1,1,2,0
80,9,8,8,1
473,1,0,1,0
133,3,20,1,1
251,3,27,6,1
734,8,22,3,1
935,5,28,5,1
588,7,12,4,1
784,4,12,10,1
649,7,11,0,1
42,2,3,2,0
73,8,11,9,1
171,4,3,0,0
81,6,3,2,1
640,5,4,5,1
639,2,2,5,1
129,2,1,1,0
268,0,2,1,0
148,3,0,1,0
224,1,3,2,0
141,1,10,0,0
723,2,3,5,1
349,10,25,6,1
219,1,8,0,0
280,0,7,0,0
176,1,2,1,0
301,10,3,6,1
332,10,13,1,1
269,0,1,2,0
26,1,2,3,0
304,3,25,8,1
234,4,29,5,1
72,2,17,1,1
178,3,20,3,1
629,4,8,3,1
157,2,0,0,0
299,9,2,3,1
459,1,0,2,0
289,3,3,3,0
485,1,0,2,0
937,8,7,8,1
331,2,2,4,0
179,0,3,0,0
905,5,5,7,1
333,3,5,4,1
414,1,1,0,0
199,2,8,2,0
182,2,5,2,0
534,7,21,6,1
125,5,8,3,1
83,2,16,3,1
679,10,7,6,1
88,1,25,10,1
35,1,0,2,0
106,1,3,0,0
925,6,5,10,1
91,0,1,0,0
238,2,2,1,0
856,3,1,6,1
167,5,3,1,0
567,1,16,4,1
933,8,0,3,1
448,2,11,0,1
183,5,24,9,1
238,1,7,2,0
41,0,1,2,0
153,5,10,0,0
526,8,23,9,1
123,0,0,2,0
274,4,3,4,0
599,7,9,9,1
197,2,3,1,0
194,10,27,5,1
97,4,15,10,1
184,10,24,9,1
47,1,8,1,0
294,1,0,1,0
802,2,15,3,1
449,5,26,4,1
293,2,0,1,0
204,1,0,6,0
136,0,6,2,0
995,2,16,7,1
225,2,1,2,0
265,4,2,0,0
172,9,2,6,1
89,4,2,2,0
237,1,4,3,1
98,2,0,2,0
520,3,24,0,1
121,3,3,5,1
213,2,9,1,0
696,7,30,3,1
178,2,1,2,0
266,0,0,0,0
647,2,5,1,1
760,10,9,7,1
145,0,16,3,1
273,2,0,0,0
409,2,15,3,1
229,5,10,0,0
400,0,0,1,0
340,2,9,8,1
145,6,17,7,1
113,6,18,3,1
174,4,0,1,0
178,0,1,0,0
98,2,0,3,0
328,1,2,1,0
93,0,3,2,0
811,10,10,8,1
51,2,4,2,0
359,9,7,8,1
214,1,2,1,0
82,2,0,1,0
199,4,24,8,1
170,8,23,4,1
81,2,2,2,0
925,3,23,2,1
148,0,0,2,0
125,1,1,0,0
122,4,20,8,1
623,3,7,2,1
812,7,11,6,1
222,1,2,0,0
224,1,3,0,0
60,1,0,0,0
195,2,5,0,1
202,1,1,2,0
249,0,3,3,0
125,4,6,10,1
540,8,0,8,1
505,10,3,6,1
434,0,1,4,0
174,10,18,7,1
207,0,4,0,0
220,2,0,2,0
103,4,0,2,0
278,2,3,0,0
164,2,4,2,0
256,2,8,10,1
114,10,28,9,1
172,2,2,2,0
207,7,25,8,1
698,8,14,0,1
955,6,10,8,1
85,9,0,7,1
149,1,0,0,0
35,2,0,2,0
21,0,2,1,0
261,6,5,5,1
138,7,28,4,1
655,7,10,1,1
631,2,30,4,1
179,5,9,9,1
22,5,1,0,0
647,2,11,1,1
578,9,21,10,1
114,0,8,1,0
297,5,2,0,0
350,8,29,6,1
750,7,4,10,1
272,0,1,2,0
80,0,2,6,0
833,1,19,7,1
70,7,1,8,1
94,9,7,1,1
131,1,2,4,0
483,0,15,7,1
333,10,7,10,1
896,3,17,8,1
50,0,3,4,1
184,0,4,0,0
130,7,2,6,1
830,8,5,10,1
418,7,20,3,1
241,5,26,3,1
560,5,0,4,1
153,0,3,1,0
777,2,5,4,1
610,4,25,3,1
594,6,19,3,1
210,2,6,3,1
158,9,12,7,1
21,2,1,1,0
392,6,28,9,1
142,5,4,2,1
290,2,2,2,0
116,3,30,3,1
100,0,2,6,0
96,2,0,1,0
370,0,2,2,0
220,1,0,0,0
128,2,3,1,0
405,7,17,8,1
83,10,5,4,1
475,1,16,4,1
79,4,25,6,1
310,0,2,8,1
295,0,1,0,0
157,2,24,6,1
85,0,2,1,0
249,0,3,2,0
271,4,4,2,0
101,1,14,6,1
120,2,21,3,1
152,2,23,10,1
221,0,2,1,0
208,1,2,0,0
115,2,6,0,1
77,2,0,0,0
298,2,2,3,0
402,1,1,1,0
219,0,0,2,0
493,3,1,4,0
340,0,2,2,0
184,6,13,3,1
702,2,4,7,1
125,6,24,5,1
114,4,2,1,0
158,2,1,2,0
245,5,28,7,1
891,3,18,4,1
614,9,21,4,1
358,1,17,1,1
53,3,8,4,1
739,3,5,1,1
291,1,2,4,0
233,5,1,2,0
220,1,2,2,0
560,3,23,9,1
808,6,14,3,1
243,4,14,3,1
92,0,3,0,0
26,0,0,0,0
351,1,0,0,0
292,1,3,0,0
835,8,6,8,1
67,1,0,4,0
206,5,3,1,0
810,7,8,9,1
125,8,28,10,1
269,3,0,1,0
375,5,24,1,1
219,0,0,0,0
245,0,2,3,0
119,0,2,0,0
116,2,3,1,0
938,9,6,3,1
61,4,17,3,1
101,4,0,5,1
250,2,0,1,0
28,4,0,0,0
160,9,20,0,1
156,3,3,0,0
239,2,2,2,0
149,5,21,9,1
885,1,25,4,1
219,2,7,1,0
302,2,2,2,0
296,0,1,1,0
111,1,1,1,0
133,2,0,0,0
458,1,3,9,1
274,2,2,2,0
962,10,8,3,1
26,4,1,1,0
753,8,11,8,1
638,2,13,10,1
691,7,26,10,1
591,1,18,9,1
405,1,3,2,0
749,4,1,10,1
491,1,10,3,0
559,5,28,9,1
102,2,0,2,0
715,6,26,5,1
426,10,29,2,1
960,1,5,3,1
168,3,18,7,1
60,1,3,0,0
235,1,0,1,0
187,2,3,0,0
187,4,10,3,0
106,3,3,1,0
381,4,6,2,0
125,3,26,2,1
759,2,1,2,1
219,2,9,2,0
241,0,0,3,0
162,2,4,0,0
994,9,20,1,1
87,10,9,8,1
128,4,2,5,0
214,0,2,3,0
413,8,24,1,1
65,7,15,6,1
151,9,23,6,1
163,0,3,4,0
184,2,1,1,0
247,3,3,8,1
191,0,3,2,0
375,3,23,9,1
125,5,28,5,1
612,8,28,9,1
78,1,10,2,0
804,10,15,3,1
142,0,0,2,0
795,4,9,6,1
167,2,13,1,1
271,2,4,0,0
75,1,4,0,0
277,2,0,5,0
188,0,1,0,0
277,3,0,1,0
47,1,1,0,0
826,7,5,0,1
134,4,15,7,1
83,8,14,8,1
286,4,3,2,0
28,0,0,2,0
318,7,26,5,1
296,1,0,1,0
275,0,1,3,0
68,1,3,0,0
78,3,3,9,1
172,4,18,7,1
99,2,2,2,0
791,3,22,7,1
272,10,8,4,1
675,9,26,2,1
170,4,20,7,1
157,2,13,5,1
55,0,6,2,0
455,2,3,1,0
623,9,5,3,1
143,2,1,1,0
100,2,0,2,0
957,3,19,8,1
613,2,13,5,1
480,4,28,9,1
224,1,0,2,0
448,9,10,9,1
990,4,2,3,1
197,1,10,0,0
148,0,1,6,0
719,9,2,8,1
253,2,3,2,0
135,3,23,9,1
713,5,5,8,1
404,5,10,1,1
721,3,27,3,1
897,9,23,10,1
175,1,13,6,1
395,4,6,10,1
196,10,1,8,1
589,8,20,6,1
745,10,18,6,1
185,1,1,3,0
155,5,9,2,0
199,2,2,1,0
726,2,22,4,1
150,0,3,2,0
73,4,3,0,0
591,9,7,4,1
180,9,3,10,1
874,6,25,4,1
254,0,1,1,0
107,10,11,1,1
430,8,18,6,1
353,2,4,2,0
139,5,3,2,0
188,2,1,1,0
173,2,18,6,1
84,2,0,3,1
715,8,14,7,1
321,6,23,8,1
720,7,8,10,1
316,8,11,8,1
375,3,3,3,1
337,3,9,7,1
695,3,25,10,1
898,8,27,8,1
201,2,1,2,0
31,0,2,5,0
996,9,2,8,1
377,2,0,2,0
160,0,3,2,0
554,5,7,6,1
716,0,2,6,1
243,1,5,2,0
829,1,6,6,1
66,2,29,3,1
457,2,1,2,0
497,1,8,1,0
30,5,3,1,0
35,2,3,0,0
22,2,0,2,0
999,6,11,6,1
293,1,2,1,0
29,1,3,2,0
217,5,0,1,0
191,1,1,2,0
757,9,12,7,1
192,1,1,1,0
256,2,3,1,0
168,2,1,4,0
162,4,2,5,0
197,0,1,2,0
50,2,6,8,1
130,2,9,3,1
153,2,4,0,0
233,1,2,0,0
123,1,3,1,0
29,1,3,2,0
275,8,1,6,1
190,6,13,6,1
36,2,2,6,0
706,6,7,4,1
138,7,30,3,1
626,7,4,4,1
552,4,23,9,1
282,4,26,6,1
882,1,18,9,1
274,2,2,5,1
76,0,2,2,0
256,6,7,2,1
185,2,21,6,1
60,0,2,1,0
371,0,4,6,1
186,1,4,2,0
181,2,3,1,0
341,2,19,8,1
658,3,16,10,1
202,1,5,3,0
40,2,3,2,0
192,9,5,10,1
663,6,22,9,1
226,1,6,2,0
749,8,26,9,1
210,10,21,4,1
267,1,4,1,0
230,2,3,1,0
30,4,1,1,0
520,9,8,10,1
871,8,6,6,1
39,0,4,0,0
260,2,2,0,0
807,7,3,7,1
192,3,13,5,1
653,9,30,9,1
474,7,27,5,1
253,1,0,2,0
323,9,20,7,1
249,5,2,2,0
586,10,29,2,1
431,1,1,2,0
208,0,3,3,0
109,1,2,2,0
88,0,1,1,0
795,5,14,1,1
239,1,0,3,0
848,8,0,3,1
412,6,6,4,1
300,1,3,0,0
302,6,21,8,1
59,0,20,7,1
410,5,22,9,1
99,2,21,7,1
263,0,3,2,0
140,1,2,2,0
208,7,14,10,1
649,9,5,9,1
292,1,2,1,0
179,2,29,6,1
314,9,7,4,1
126,1,3,0,0
39,1,0,0,0
214,1,2,3,0
201,2,9,2,0
196,1,2,6,0
644,2,23,6,1
306,1,6,0,0
657,5,28,3,1
228,0,1,2,0
200,1,0,0,0
296,10,0,10,1
252,2,0,0,0
409,0,3,3,0
347,9,8,0,1
167,0,9,1,0
148,3,5,1,0
268,2,1,1,0
39,0,3,1,0
62,2,2,0,0
673,1,19,3,1
359,0,1,6,1
57,0,2,0,0
162,4,25,6,1
383,0,19,4,1
959,2,30,3,1
54,5,12,7,1
808,5,4,4,1
761,2,2,6,1
87,1,28,7,1
108,0,1,6,0
32,0,3,1,0
895,4,22,2,1
99,2,16,9,1
262,2,2,2,0
182,9,27,0,1
157,2,16,10,1
609,8,20,8,1
647,5,17,10,1
270,2,3,0,0
159,2,6,8,1
560,5,17,3,1
513,4,4,1,1
89,2,2,2,0
438,7,5,6,1
217,1,22,4,1
349,8,7,2,1
895,2,23,2,1
264,7,3,9,1
340,1,3,6,0
114,8,4,2,1
221,1,2,0,0
715,2,14,7,1
173,2,1,5,0
26,2,1,2,0
210,0,3,0,0
388,7,1,8,1
396,8,24,2,1
442,3,28,10,1
975,5,27,5,1
657,2,4,3,1
